id,user_id,kind,created_at,started_at,ended_at,note,payload,feeding_kind,breast_side,session_seconds,feeding_amount,feeding_unit,feeding_amount_ml,bottle_content,diaper_kind,expression_side,expression_amount,expression_unit,expression_amount_ml
58364d8c-8632-4285-8a5d-ec9e3128bc56,,feeding,2025-11-17 21:00:50.608817+00,2025-11-17 20:38:25.874+00,2025-11-17 21:00:48.84+00,,{},breast,left,1341,,,,,,,,,
5857d965-33f2-424d-ad63-afea29f38d48,,feeding,2025-11-07 04:08:45.806862+00,2025-11-07 03:55:02.207+00,2025-11-07 04:08:44.665+00,,{},breast,right,806,,,,,,,,,
5869f381-4cbb-41ed-a253-79bda68cbabe,,feeding,2025-12-02 01:39:12.430944+00,2025-12-02 01:10:00+00,2025-12-02 01:39:12.005+00,,{},breast,left,1750,,,,,,,,,
58dab4aa-1a49-4920-a2aa-db4c71b50511,,diaper,2025-10-21 11:27:47.666777+00,2025-10-21 11:27:33+00,,,{},,,,,,,,wet,,,,
58f21090-44b7-4ae1-ad5c-369425f1e4e7,,expression,2025-10-26 12:18:51.801383+00,2025-10-26 11:51:26+00,,,{},,,,,,,,,both,130,ml,130
591642f7-82ff-4f21-ba3c-02467a13401a,,feeding,2025-11-29 09:39:07.267134+00,2025-11-29 09:18:48+00,,,{},bottle,,,120,ml,120,breast_milk,,,,,
591b02f0-c965-4586-8064-15890ba17dd7,,diaper,2025-10-13 06:51:17.743875+00,2025-10-13 06:50:00+00,,,{},,,,,,,,dirty,,,,
594bc720-5d06-4912-80da-f3f5d7ad48de,,feeding,2025-10-13 12:47:35.508943+00,2025-10-13 12:37:00+00,,,{},bottle,,,60,ml,60,formula,,,,,
5996eb09-4380-478a-821d-e3e665618041,,feeding,2025-10-13 09:40:46.236624+00,2025-10-13 09:40:00+00,,,{},bottle,,,50,ml,50,breast_milk,,,,,
59acb7e7-3b92-4378-8670-ed808a5d62c7,,expression,2025-10-25 03:30:36.042424+00,2025-10-25 03:00:28+00,,,{},,,,,,,,,both,100,ml,100
59eecedd-a5d9-4552-be14-3f274d5cd3c6,,feeding,2025-11-20 00:55:06.498935+00,2025-11-20 00:42:07.137+00,2025-11-20 00:55:05.452+00,,{},breast,left,772,,,,,,,,,
5a6c38b7-a828-4352-9f5c-92d58f3d7ac0,,diaper,2025-11-05 07:10:43.590821+00,2025-11-05 03:10:00+00,,,{},,,,,,,,wet,,,,
5aff3250-40ab-47e6-95da-b4a0da55c03f,,feeding,2025-11-14 14:23:55.309542+00,2025-11-14 14:06:00+00,2025-11-14 14:23:53.426+00,,{},breast,right,1070,,,,,,,,,
5b10af31-a939-4b63-b8b2-5f414e7a55f6,,feeding,2025-10-24 19:55:13.747165+00,2025-10-24 19:55:00+00,,,{},bottle,,,70,ml,70,breast_milk,,,,,
5c7a306b-6392-481c-978f-82383b5b27c7,,diaper,2025-11-05 10:00:58.519659+00,,,,{},,,,,,,,wet,,,,
5cbd8c6d-ccca-41c1-9443-7836af64dc97,,feeding,2025-11-19 02:46:31.84131+00,2025-11-19 02:10:00+00,,,{},bottle,,,120,ml,120,breast_milk,,,,,
5d2a6f55-3edf-4a56-a501-5bd352506d70,,expression,2025-10-15 00:29:54.682922+00,2025-10-14 21:30:00+00,,,{},,,,,,,,,both,60,ml,60
5d48062a-5778-443c-bfcb-86eda638c402,,feeding,2025-11-07 01:33:51.32718+00,2025-11-07 01:13:36+00,,,{},bottle,,,100,ml,100,breast_milk,,,,,
5d6b0afe-0162-4ec4-abb3-5538de4a228b,,expression,2025-10-13 22:54:38.577381+00,2025-10-13 22:24:00+00,,,{},,,,,,,,,both,60,ml,60
5d859dee-fef7-4ca1-800a-f870f6e2a155,,feeding,2025-11-05 07:34:42.055064+00,2025-11-05 07:15:00+00,,,{},bottle,,,60,ml,60,breast_milk,,,,,
5d8ba66b-b3d3-4600-9059-44073454838e,,feeding,2025-10-11 08:36:22.912594+00,2025-10-11 08:35:56.058+00,2025-10-11 08:36:21.54+00,,{},breast,right,10,,,,,,,,,
5dee2afd-59a5-4c08-a930-2f9f2f937b99,,diaper,2025-10-16 20:24:33.278388+00,2025-10-16 20:24:26+00,,,{},,,,,,,,dirty,,,,
5e7c91ad-7cae-45be-83f6-1136f14aee83,,feeding,2025-10-16 00:47:51.822163+00,2025-10-16 00:40:00+00,,,{},bottle,,,70,ml,70,breast_milk,,,,,
5eadbefa-49fe-4926-9f12-e27e48e615e1,,feeding,2025-10-28 08:13:49.310415+00,2025-10-28 08:13:00+00,,,{},bottle,,,70,ml,70,breast_milk,,,,,
5ec10e90-c24d-401e-ba9c-92f1ab1fae8f,,diaper,2025-10-18 22:17:25.933489+00,2025-10-18 22:07:13+00,,,{},,,,,,,,wet,,,,
5ee0f930-1ed4-49e9-abb8-7b58c0ab624b,,feeding,2025-10-16 23:19:02.645278+00,2025-10-16 23:05:19.958+00,2025-10-16 23:19:01.943+00,,{},breast,left,562,,,,,,,,,
5ef775a2-df9f-4d07-b07b-127f6d43fd0b,,feeding,2025-11-22 16:41:46.299444+00,2025-11-22 16:18:00+00,2025-11-22 16:41:45.628+00,,{},breast,right,1423,,,,,,,,,
5f6915d5-615a-4c93-9385-8e58dee36155,,diaper,2025-11-01 01:34:10.087736+00,,,,{},,,,,,,,mixed,,,,
5f88e493-1a2e-4ecf-b89a-6572999171b2,,feeding,2025-10-29 06:55:24.604767+00,,,,{},bottle,,,70,ml,70,breast_milk,,,,,
5ff9353d-66e6-476a-b2ab-ae065e4196b7,,feeding,2025-10-16 18:17:46.224355+00,2025-10-16 18:05:00+00,2025-10-16 18:17:45.227+00,,{},breast,left,758,,,,,,,,,
60750de8-6832-469a-980a-21cdaaa7e346,,feeding,2025-11-07 20:00:12.371716+00,2025-11-07 19:50:29.103+00,2025-11-07 20:00:11.489+00,,{},breast,right,581,,,,,,,,,
60ef7271-09c4-490f-937c-eeea332c6392,,feeding,2025-10-15 15:40:54.214013+00,2025-10-15 15:11:46.263+00,2025-10-15 15:40:53.137+00,,{},breast,left,1670,,,,,,,,,
610f7622-2734-4374-bb09-9b5c10f40ca3,,feeding,2025-11-03 07:52:05.883351+00,,,,{},bottle,,,70,ml,70,breast_milk,,,,,
612ca1b1-dbb7-413d-a007-f2f8c2bbcdf7,,diaper,2025-10-21 20:50:27.615291+00,2025-10-21 20:05:00+00,,,{},,,,,,,,wet,,,,
6136a1e4-b84d-48a9-9380-73aae2b18e6f,,feeding,2025-11-18 14:48:52.608543+00,2025-11-18 14:25:04.733+00,2025-11-18 14:48:51.624+00,,{},breast,left,1382,,,,,,,,,
61561b5d-dcfe-4cc0-aaf0-fc1fe735b8c1,,feeding,2025-11-29 03:50:12.157268+00,2025-11-29 03:23:15.134+00,2025-11-29 03:50:11.513+00,,{},breast,left,1614,,,,,,,,,
618ee4bd-597b-48b4-89d6-4801363cc503,,feeding,2025-10-11 07:42:48.145321+00,,,,{},bottle,,,4,fl_oz,118.2940,formula,,,,,
61a4d45d-7e94-45f3-a147-ae0e1a26d517,,feeding,2025-10-11 07:41:11.552034+00,,,,{},bottle,,,100,ml,100,breast_milk,,,,,
61c6809b-da43-4cd0-b16c-40760af9e856,,diaper,2025-10-26 11:45:43.563983+00,2025-10-26 11:45:32+00,,,{},,,,,,,,mixed,,,,
62991cc0-49d9-499b-9212-b8878815d9f6,,expression,2025-11-29 17:31:32.448796+00,2025-11-29 16:33:00+00,,,{},,,,,,,,,both,90,ml,90
62c61de9-b835-4439-ab7d-86f0585dc931,,expression,2025-11-04 00:45:35.210572+00,2025-11-03 23:36:58+00,,,{},,,,,,,,,both,120,ml,120
63523a77-2967-4cbf-9eef-0ea1e33ebc71,,feeding,2025-11-06 09:07:41.453851+00,2025-11-06 08:45:00+00,,,{},bottle,,,100,ml,100,breast_milk,,,,,
6384dda3-cf75-4d6f-83b2-f4529d4927e8,,feeding,2025-11-22 04:43:36.408593+00,2025-11-22 04:20:00+00,,,{},bottle,,,120,ml,120,breast_milk,,,,,
63f156c3-91f6-47e1-9c10-3c74d2ab971e,,expression,2025-11-07 17:43:03.236073+00,2025-11-07 17:12:44+00,,,{},,,,,,,,,both,95,ml,95
64357078-6ce8-44c5-8777-3a3807fe822c,,expression,2025-10-21 13:48:25.377694+00,2025-10-21 12:13:00+00,,,{},,,,,,,,,both,90,ml,90
645174ca-6f09-404e-ba4e-3ea7259d33ca,,feeding,2025-11-16 15:44:15.583208+00,2025-11-16 15:27:10.625+00,2025-11-16 15:44:14.255+00,,{},breast,right,534,,,,,,,,,
6471d094-d2a9-4f27-bd2c-7c7ceef5c18a,,diaper,2025-10-26 22:16:18.983553+00,2025-10-26 21:46:00+00,,,{},,,,,,,,mixed,,,,
64b57288-b54c-4bed-b674-3676858cbabf,,expression,2025-11-19 08:21:14.79962+00,2025-11-19 08:10:56+00,,,{},,,,,,,,,both,125,ml,125
660455bd-6d40-4742-97e1-423f8ffb6b5a,,diaper,2025-11-07 19:22:16.553423+00,,,,{},,,,,,,,mixed,,,,
660ccb9a-e1b3-4867-bb3a-32e0ad8d46f4,,feeding,2025-11-03 03:59:30.692974+00,2025-11-03 03:45:54.806+00,2025-11-03 03:59:29.484+00,,{},breast,left,794,,,,,,,,,
667668c2-066c-4241-bf91-04144318197a,,expression,2025-11-12 04:10:47.544012+00,2025-11-12 03:52:00+00,,,{},,,,,,,,,both,175,ml,175
6676dd12-3d89-4133-8842-8c2441eca2ba,,expression,2025-10-15 04:09:38.701745+00,2025-10-15 03:56:00+00,,,{},,,,,,,,,both,75,ml,75
668757cd-20a2-4707-a927-d79eb29ff59b,,expression,2025-10-28 17:24:43.561042+00,2025-10-28 16:54:37+00,,,{},,,,,,,,,both,50,ml,50
6698dfc4-4f67-47d6-a747-820b09300ba8,,diaper,2025-10-14 00:22:24.236613+00,2025-10-14 00:22:00+00,,,{},,,,,,,,wet,,,,
66b1d5d7-0d34-43b8-884f-7445998c90fb,,diaper,2025-10-29 17:50:03.26922+00,,,,{},,,,,,,,mixed,,,,
67ce443f-d27c-4874-a26a-7c175ffaa0e9,,expression,2025-10-23 17:46:40.670001+00,2025-10-23 17:01:38+00,,,{},,,,,,,,,both,60,ml,60
67e68f9a-83e2-460b-949d-8f9c6579f3f1,,expression,2025-11-12 00:04:27.04134+00,2025-11-11 11:34:00+00,,,{},,,,,,,,,both,100,ml,100
68885df1-af86-4eae-8b38-61c160bba705,,feeding,2025-10-19 09:30:29.198378+00,2025-10-19 09:10:44.132+00,2025-10-19 09:30:28.397+00,,{},breast,left,1140,,,,,,,,,
688db295-cc77-4c80-998f-a725c4239424,,feeding,2025-11-18 02:40:57.215809+00,2025-11-18 02:28:46.141+00,2025-11-18 02:40:56.155+00,,{},breast,right,696,,,,,,,,,
68d9ee6b-dfc4-4579-ab45-53f3692154a5,,diaper,2025-11-08 17:58:53.738626+00,2025-11-08 17:31:45+00,,,{},,,,,,,,wet,,,,
68f8e290-8aa2-408a-b07c-ac4fc6439cc4,,feeding,2025-10-31 04:00:03.414332+00,2025-10-31 03:31:08.257+00,2025-10-31 04:00:02.127+00,,{},breast,right,1704,,,,,,,,,
69869cc4-7e1a-41d8-9f62-1ca8a830459a,,expression,2025-10-29 18:24:05.115992+00,2025-10-29 17:54:05+00,,,{},,,,,,,,,both,30,ml,30
6a46aa36-821f-49c0-9c10-4317183a4dc6,,feeding,2025-11-08 20:04:14.126008+00,2025-11-08 19:42:39.852+00,2025-11-08 20:04:12.762+00,,{},breast,right,1162,,,,,,,,,
6a8923cf-8e00-482b-9781-8297fbd9d54b,,feeding,2025-11-01 18:52:24.503402+00,2025-11-01 18:24:07.744+00,2025-11-01 18:52:23.303+00,,{},breast,left,1692,,,,,,,,,
6a8d42f9-9481-4c76-a9d1-a00198efdf79,,feeding,2025-11-18 04:17:21.076073+00,2025-11-18 04:17:10+00,,,{},bottle,,,120,ml,120,breast_milk,,,,,
6abee882-afdf-400a-b53b-4abd7cddc7ad,,feeding,2025-11-30 00:52:54.624631+00,2025-11-30 00:11:45.989+00,2025-11-30 00:52:53.287+00,,{},breast,right,2462,,,,,,,,,
6b1ecbb7-1c16-4e4f-abdd-77f48043aaab,,diaper,2025-10-20 02:26:54.034645+00,2025-10-20 02:56:43+00,,,{},,,,,,,,wet,,,,
6c37c44a-fdaf-4f81-b976-d079083a360e,,feeding,2025-10-21 06:36:55.564336+00,2025-10-21 06:30:00+00,,,{},bottle,,,60,ml,60,breast_milk,,,,,
6c4ae9f2-6f99-4ce7-b7b1-2e7efc2f41db,,feeding,2025-11-24 08:14:23.153694+00,2025-11-24 07:55:00+00,,,{},bottle,,,120,ml,120,breast_milk,,,,,
6c760164-ce4a-42aa-8014-80d54b366b5f,,diaper,2025-10-15 20:52:05.684225+00,2025-10-15 20:51:00+00,,,{},,,,,,,,dirty,,,,
6c91cea6-ca6b-4691-b750-de497eba315e,,feeding,2025-11-10 17:15:28.394317+00,2025-11-10 17:00:05.654+00,2025-11-10 17:15:27.669+00,,{},breast,left,920,,,,,,,,,
6ca836ea-a679-4e45-9af8-5e5e812dde9b,,feeding,2025-10-27 09:51:28.70521+00,,,,{},bottle,,,70,ml,70,breast_milk,,,,,
6d15c05f-1f6b-4686-9dc4-84240f5bb684,,feeding,2025-10-19 23:44:08.670079+00,2025-10-19 23:35:00+00,,,{},bottle,,,70,ml,70,breast_milk,,,,,
6d5e514b-530a-4da8-b1b2-84add431436f,,feeding,2025-11-25 16:05:01.446104+00,2025-11-25 15:53:19.261+00,2025-11-25 16:05:00.497+00,,{},breast,right,693,,,,,,,,,
6dbeb8f6-b064-4537-bd8f-4b8f0a509f4d,,feeding,2025-10-28 22:14:19.002377+00,2025-10-28 21:55:52.179+00,2025-10-28 22:14:18.077+00,,{},breast,right,1065,,,,,,,,,
6dca07bb-89f7-468c-a1b3-a16a9ebe8ad7,,feeding,2025-11-15 18:33:13.481182+00,2025-11-15 18:17:05.841+00,2025-11-15 18:33:11.857+00,,{},breast,right,962,,,,,,,,,
6e4101a3-0de5-4cee-b737-f99248f6d95e,,expression,2025-10-16 01:03:45.16126+00,2025-10-16 00:43:00+00,,,{},,,,,,,,,both,80,ml,80
6e98e2be-b624-4ed5-b823-140b389560ae,,diaper,2025-10-17 02:59:01.528044+00,2025-10-17 02:40:00+00,,,{},,,,,,,,wet,,,,
6ee113ff-768f-4ca7-8f74-78fb822ba3e0,,diaper,2025-10-20 13:02:06.747373+00,,,,{},,,,,,,,mixed,,,,
6efb016c-c6d3-43dd-83c2-197a74f85e2e,,feeding,2025-11-29 17:31:08.325719+00,2025-11-29 17:22:00+00,2025-11-29 17:31:07.417+00,,{},breast,left,545,,,,,,,,,
6f0eb570-c97a-4e96-98ff-e4ae444fa1f5,,feeding,2025-11-26 01:49:06.593961+00,2025-11-26 01:40:00+00,,,{},bottle,,,140,ml,140,breast_milk,,,,,
6f28ab2e-6e3d-4183-a37d-dda63c01bf2e,,expression,2025-11-21 06:14:44.97162+00,2025-11-21 05:54:35+00,,,{},,,,,,,,,both,125,ml,125
6f3d6f92-f940-4359-bd3a-ef050a770d3b,,feeding,2025-10-17 20:29:18.701758+00,2025-10-17 20:06:51.272+00,2025-10-17 20:29:18.506+00,,{},breast,left,1269,,,,,,,,,
6f45038d-dac0-4cf8-8f84-b7843eb371df,,feeding,2025-10-21 03:34:38.735478+00,2025-10-21 03:24:27+00,,,{},bottle,,,70,ml,70,breast_milk,,,,,
6f5ef85b-ffca-4c07-b866-8f0fe70357ed,,diaper,2025-11-03 03:45:20.564674+00,,,,{},,,,,,,,wet,,,,
6fc17e5b-9e01-4fae-8313-af8a2a0cd50d,,expression,2025-10-17 12:26:50.789608+00,2025-10-17 11:55:58+00,,,{},,,,,,,,,both,50,ml,50
7028b20f-baed-4847-a42c-0cf0cd10229d,,feeding,2025-10-28 14:18:17.274522+00,2025-10-28 13:56:19.5+00,2025-10-28 14:18:16.217+00,,{},breast,left,1314,,,,,,,,,
704200fd-a9a9-48e1-8f80-0efb2fede589,,feeding,2025-11-30 16:46:58.87349+00,2025-11-30 16:37:37.048+00,2025-11-30 16:46:57.839+00,,{},breast,right,554,,,,,,,,,
7096d55a-2813-45a9-ab9b-89e97756e600,,diaper,2025-10-18 18:16:56.918473+00,,,,{},,,,,,,,dirty,,,,
70d821d1-bbd1-4726-a5ed-a6170ccc1ada,,expression,2025-10-16 16:08:54.41005+00,2025-10-16 15:48:34+00,,,{},,,,,,,,,both,45,ml,45
70ee6bdb-4181-4a8e-9629-b3be10aad7e2,,expression,2025-11-15 14:13:15.232837+00,2025-11-15 13:53:03+00,,,{},,,,,,,,,both,30,ml,30
71587d45-acfa-4e12-b2c2-d9ba6cb8c073,,expression,2025-10-13 14:26:19.01752+00,2025-10-13 13:20:00+00,,,{},,,,,,,,,both,120,ml,120
71e52349-9d8d-42c3-b7f3-27081abf297a,,feeding,2025-10-25 13:08:15.080698+00,2025-10-25 12:59:24.042+00,2025-10-25 13:08:13.684+00,,{},breast,right,316,,,,,,,,,
71faf664-e3fc-412e-ac8f-e7aa2b6c5d4f,,diaper,2025-10-26 05:44:03.253448+00,2025-10-26 05:34:29+00,,,{},,,,,,,,wet,,,,
721682f6-fb84-4fb3-a575-68ef2b3b6ad6,,feeding,2025-10-18 01:09:29.312294+00,2025-10-18 00:49:17+00,,,{},bottle,,,60,ml,60,breast_milk,,,,,
7261915e-e0e8-4af9-86ca-47a1726d0cab,,diaper,2025-11-04 00:58:24.750689+00,2025-11-04 00:45:00+00,,,{},,,,,,,,mixed,,,,
726da701-0de1-49dc-9323-f8f56d0dd8ca,,feeding,2025-11-16 18:38:32.996295+00,2025-11-16 18:23:41.098+00,2025-11-16 18:38:31.619+00,,{},breast,left,880,,,,,,,,,
72d9f45c-3757-421c-b58c-a50a886378e4,,feeding,2025-10-26 05:24:40.5072+00,2025-10-26 05:14:29+00,,,{},bottle,,,70,ml,70,breast_milk,,,,,
732292b3-2865-4ed7-a1bf-8fbb76f661ae,,feeding,2025-10-20 02:27:17.031738+00,2025-10-20 02:10:00+00,,,{},bottle,,,70,ml,70,breast_milk,,,,,
732cef4d-335e-4274-be0f-af91cfaad8e3,,expression,2025-10-16 11:58:12.737369+00,2025-10-16 11:28:05+00,,,{},,,,,,,,,both,160,ml,160
73326432-91fb-4c6a-b592-ea327ae59df6,,expression,2025-10-29 04:50:52.277403+00,2025-10-29 04:20:43+00,,,{},,,,,,,,,both,155,ml,155
7370bf56-d32e-4e57-96e6-74fee736d786,,feeding,2025-10-29 00:47:03.72071+00,2025-10-29 00:27:47.141+00,2025-10-29 00:47:02.828+00,,{},breast,right,1149,,,,,,,,,
738736df-4a19-4960-83da-884668e33a73,,feeding,2025-11-01 04:49:01.955109+00,2025-11-01 04:38:24+00,,,{},bottle,,,30,ml,30,breast_milk,,,,,
7418cf41-4217-4969-93e6-ea8500e05e7e,,expression,2025-11-26 06:20:43.978314+00,2025-11-26 06:00:17+00,,,{},,,,,,,,,both,120,ml,120
74a747f0-b614-48f4-917c-11e12ea932ef,,feeding,2025-11-07 19:47:20.169164+00,2025-11-07 19:27:22.126+00,2025-11-07 19:47:18.732+00,,{},breast,left,1194,,,,,,,,,
74a91bdb-a792-48df-81e5-0ba28bd9e5d7,,feeding,2025-10-26 16:29:37.911207+00,2025-10-26 16:12:00.756+00,2025-10-26 16:29:37.77+00,,{},breast,right,1054,,,,,,,,,
74d5200c-7b9c-4003-b5ef-1db163b5d064,,feeding,2025-11-09 18:34:11.646831+00,2025-11-09 18:17:30.443+00,2025-11-09 18:34:10.49+00,,{},breast,right,996,,,,,,,,,
74dad1b2-dbb9-4387-a3fa-cb1dfb3a3fa8,,feeding,2025-11-04 03:46:03.684682+00,2025-11-04 03:19:17.219+00,2025-11-04 03:46:02.618+00,,{},breast,right,1599,,,,,,,,,
7506abcd-f962-4d9f-844b-e8594566ba3e,,feeding,2025-10-21 18:48:17.449286+00,2025-10-21 18:19:00+00,2025-10-21 18:48:16.277+00,,{},breast,right,1705,,,,,,,,,
75209c1c-0422-4f5d-9884-b04dd3f93be0,,diaper,2025-10-30 06:09:52.574938+00,2025-10-30 06:05:00+00,,,{},,,,,,,,dirty,,,,
7557cbd2-9a7f-46ec-ae5b-9253ce0bce35,,expression,2025-11-11 09:25:14.854096+00,2025-11-11 07:48:00+00,,,{},,,,,,,,,both,105,ml,105
75653c45-455c-4dde-9c48-c3c585647fb7,,diaper,2025-11-05 20:48:47.946795+00,2025-11-05 20:26:48+00,,,{},,,,,,,,mixed,,,,
756bc114-0f05-4f63-b007-4729d42e6bf8,,expression,2025-11-19 13:53:29.351202+00,2025-11-19 13:41:52+00,,,{},,,,,,,,,both,145,ml,145
76326262-56cb-49c7-943c-fd7e16910645,,diaper,2025-11-02 08:34:37.937826+00,,,,{},,,,,,,,mixed,,,,
763666ea-3e30-46c9-9e9d-9476f1b5361a,,feeding,2025-11-14 01:30:44.309288+00,2025-11-14 01:19:00+00,2025-11-14 01:30:43.861+00,,{},breast,right,702,,,,,,,,,
763e407a-c8a3-4a07-a7ee-c33980544d6c,,feeding,2025-11-11 11:44:32.834366+00,2025-11-11 11:30:00+00,,,{},bottle,,,100,ml,100,breast_milk,,,,,
766590a8-d067-43d1-99f5-c79d25488a7b,,expression,2025-11-09 18:00:35.228888+00,2025-11-09 12:21:00+00,,,{},,,,,,,,,both,100,ml,100
769894a5-03e9-471e-ad4a-ab22a004e40e,,diaper,2025-10-19 19:32:57.327183+00,2025-10-19 16:30:00+00,,,{},,,,,,,,dirty,,,,
77021755-205e-436d-b99f-ef3b5373967d,,diaper,2025-11-04 19:13:53.796762+00,,,,{},,,,,,,,wet,,,,
77727825-58bf-47d2-887c-a93731318d5b,,feeding,2025-11-24 19:47:51.804184+00,2025-11-24 18:58:56.028+00,2025-11-24 19:47:50.233+00,,{},breast,left,2932,,,,,,,,,
77923795-d42b-4574-be1d-ce56fc582419,,diaper,2025-10-25 17:50:13.378303+00,,,,{},,,,,,,,mixed,,,,
77f0f00a-5f88-49f0-adfe-52727fb7376a,,feeding,2025-10-21 04:27:22.791762+00,2025-10-21 04:07:12.279+00,2025-10-21 04:27:21.959+00,,{},breast,right,1191,,,,,,,,,
78087495-a7bf-4b9f-97c2-b7a0767d700d,,expression,2025-11-07 00:25:19.78266+00,2025-11-06 23:58:00+00,,,{},,,,,,,,,both,205,ml,205
78090e4e-8aa5-43e7-af33-d2eeded58a62,,feeding,2025-10-31 23:52:22.392374+00,2025-10-31 23:34:31.645+00,2025-10-31 23:52:21.018+00,,{},breast,left,929,,,,,,,,,
7864fa62-7fa2-46a5-a183-fd56ceb25e1e,,feeding,2025-12-02 18:15:23.749863+00,2025-12-02 17:50:58.144+00,2025-12-02 18:15:23.283+00,,{},breast,right,1455,,,,,,,,,
7868f0cf-7bb1-429a-ba30-b1ae46706205,,feeding,2025-11-25 18:16:36.648142+00,2025-11-25 18:01:18.849+00,2025-11-25 18:16:35.499+00,,{},breast,left,915,,,,,,,,,
787caec8-7595-4b6d-aed7-8b98fbee2316,,feeding,2025-10-16 23:19:02.660996+00,2025-10-16 23:05:19.958+00,2025-10-16 23:19:02.476+00,,{},breast,left,562,,,,,,,,,
78c755ef-22ac-4b4c-bad8-f10319746d91,,diaper,2025-10-19 19:36:10.231111+00,2025-10-19 19:35:00+00,,,{},,,,,,,,wet,,,,
78fb4696-5770-48a4-bfc5-1527ebf341b4,,feeding,2025-10-21 20:50:48.577814+00,2025-10-21 20:10:00+00,,,{},bottle,,,55,ml,55,breast_milk,,,,,
7958edad-37b0-4634-83fc-f705996b8b37,,feeding,2025-10-23 07:04:23.05931+00,,,,{},bottle,,,70,ml,70,breast_milk,,,,,
79dd9bdc-b591-4159-9f3f-7445c9687019,,diaper,2025-11-02 20:24:26.9864+00,2025-11-02 19:42:15+00,,,{},,,,,,,,wet,,,,
79ec107e-27eb-4b40-87e1-46df0b2a08a8,,diaper,2025-11-02 21:08:47.864261+00,2025-11-02 21:08:41+00,,,{},,,,,,,,wet,,,,
7a1637e3-bf8b-4cca-b7d4-02d50b73c76f,,expression,2025-10-14 11:08:49.072466+00,2025-10-14 10:34:00+00,,,{},,,,,,,,,both,120,ml,120
7acab52b-c1bf-4733-9ffc-cad700129fd0,,diaper,2025-10-22 02:08:11.359924+00,2025-10-22 01:25:00+00,,,{},,,,,,,,wet,,,,
7ad8d67e-bfa9-455f-8fff-577b3da7bd0b,,feeding,2025-12-01 13:00:14.303981+00,2025-12-01 12:29:08.423+00,2025-12-01 13:00:13.168+00,,{},breast,right,1655,,,,,,,,,
7ade24ca-2076-4bca-8a2c-65d245a04df3,,diaper,2025-10-25 07:38:12.499653+00,2025-10-25 06:40:00+00,,,{},,,,,,,,mixed,,,,
7b37df3d-f57c-41e7-8b52-0882214333ad,,expression,2025-11-11 03:09:46.93883+00,2025-11-11 02:49:26+00,,,{},,,,,,,,,both,170,ml,170
7ba555e6-6c30-4ee9-9ba6-e7ee2738c296,,feeding,2025-10-18 22:34:23.205412+00,2025-10-18 22:07:13+00,,,{},bottle,,,70,ml,70,breast_milk,,,,,
7bbc2c9f-4ecc-4f5d-add8-1583ef7aa10a,,feeding,2025-11-17 17:13:46.658659+00,2025-11-17 17:07:45.305+00,2025-11-17 17:13:45.461+00,,{},breast,right,358,,,,,,,,,
7c428901-2afb-4e55-af88-3f38e82206ef,,feeding,2025-11-05 14:27:51.798179+00,2025-11-05 13:53:32.612+00,2025-11-05 14:27:50.393+00,,{},breast,right,2056,,,,,,,,,
7c51aaf6-3118-4512-a7ef-a01ce222df9a,,feeding,2025-11-20 21:15:26.171048+00,2025-11-20 21:02:28.325+00,2025-11-20 21:15:24.834+00,,{},breast,left,769,,,,,,,,,
7cd270b9-274d-4fd2-992c-6bc57ff58726,,feeding,2025-11-09 23:56:33.32375+00,2025-11-09 23:28:54.946+00,2025-11-09 23:56:31.895+00,,{},breast,left,1655,,,,,,,,,
7cf7bcad-0fe1-458a-8720-ba84aca238d9,,feeding,2025-11-01 09:31:37.850777+00,2025-11-01 09:01:16+00,,,{},bottle,,,95,ml,95,breast_milk,,,,,
7d2e097c-bfea-43a2-ac66-7add701d12df,,diaper,2025-10-23 21:13:33.175692+00,2025-10-23 21:12:00+00,,,{},,,,,,,,mixed,,,,
7d45a4d2-204e-4ea8-b14f-64630647f9fb,,feeding,2025-10-24 09:36:03.808276+00,2025-10-24 09:35:49+00,,,{},bottle,,,70,ml,70,breast_milk,,,,,
7d8e84ed-6a95-422d-8a48-735cab56aa2b,,expression,2025-10-17 11:35:08.240188+00,2025-10-17 09:35:00+00,,,{},,,,,,,,,both,70,ml,70
7d94c32d-a9a6-40b9-8131-7468e7ad84c3,,feeding,2025-11-01 02:30:56.968543+00,2025-11-01 02:15:50.042+00,2025-11-01 02:30:55.868+00,,{},breast,right,864,,,,,,,,,
7deebbf9-896c-4df7-8fb9-b4d6f97accfa,,diaper,2025-10-24 13:33:30.751295+00,,,,{},,,,,,,,wet,,,,
7e1d703d-0a96-465d-8032-1e266898f920,,feeding,2025-11-10 22:22:28.265406+00,2025-11-10 21:57:00+00,2025-11-10 22:22:27.205+00,,{},breast,left,1523,,,,,,,,,
7e5833d2-5feb-43ab-b2b1-00c673218e7a,,feeding,2025-10-16 03:41:56.005269+00,2025-10-16 03:15:00+00,,,{},bottle,,,70,ml,70,breast_milk,,,,,
7f312900-5326-4955-9fd6-7e0efa96a51c,,expression,2025-11-13 18:59:31.862144+00,2025-11-13 17:29:00+00,,,{},,,,,,,,,both,20,ml,20
7f3c225a-b0de-4c6d-8048-f2301b892ef4,,feeding,2025-10-28 16:50:09.724824+00,2025-10-28 16:03:49.192+00,2025-10-28 16:50:08.419+00,,{},breast,right,2777,,,,,,,,,
